,paperId,url,title,venue,year,referenceCount,citationCount,publicationTypes,journal,authors,doi,arxiv
23,8d2b9d31d6e4e121568c1872a71a5a795ad40b6e,https://www.semanticscholar.org/paper/8d2b9d31d6e4e121568c1872a71a5a795ad40b6e,Identifying security issues for mobile applications based on user review summarization,Information and Software Technology,2020,56,33,"['JournalArticle', 'Review']","{'name': 'Inf. Softw. Technol.', 'pages': '106290', 'volume': '122'}","[{'authorId': '2106994', 'name': 'Chuanqi Tao'}, {'authorId': '46234488', 'name': 'Hongjing Guo'}, {'authorId': '1713329', 'name': 'Zhiqiu Huang'}]",10.1016/j.infsof.2020.106290,
24,a477e100b6fa1634f6696136298a4b520adf40d5,https://www.semanticscholar.org/paper/a477e100b6fa1634f6696136298a4b520adf40d5,Do Android app users care about accessibility?: an analysis of user reviews on the Google play store,Simpósio Brasileiro de Fatores Humanos em Sistemas Computacionais,2019,29,26,"['Book', 'JournalArticle', 'Review']",{'name': 'Proceedings of the 18th Brazilian Symposium on Human Factors in Computing Systems'},"[{'authorId': '1797547', 'name': 'M. Eler'}, {'authorId': '1381791817', 'name': 'Leandro Orlandin'}, {'authorId': '50016726', 'name': 'Alberto Dumont Alves Oliveira'}]",10.1145/3357155.3358477,
25,8c77dafc87d2d774b8a4482e0130df4b3f106705,https://www.semanticscholar.org/paper/8c77dafc87d2d774b8a4482e0130df4b3f106705,Poster: What Can Review with Security Concern Tell Us before Installing Apps?,UbiComp/ISWC Adjunct,2022,6,0,"['JournalArticle', 'Book', 'Review']",{'name': 'Adjunct Proceedings of the 2022 ACM International Joint Conference on Pervasive and Ubiquitous Computing and the 2022 ACM International Symposium on Wearable Computers'},"[{'authorId': '2198869938', 'name': 'Sangho Lee'}, {'authorId': '2215236246', 'name': 'Daekwon Pi'}, {'authorId': '2178199752', 'name': 'Junho Jang'}, {'authorId': '1802174', 'name': 'H. Kim'}]",10.1145/3544793.3560350,
26,0bc58d5f8ceb573587679c78794298dc7d339bd6,https://www.semanticscholar.org/paper/0bc58d5f8ceb573587679c78794298dc7d339bd6,CHAMP: Characterizing Undesired App Behaviors from User Comments Based on Market Policies,International Conference on Software Engineering,2021,90,9,"['JournalArticle', 'Book', 'Conference']","{'name': '2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)', 'pages': '933-945'}","[{'authorId': '7741730', 'name': 'Yangyu Hu'}, {'authorId': '2109570965', 'name': 'Haoyu Wang'}, {'authorId': '2051715419', 'name': 'Tiantong Ji'}, {'authorId': '40637427', 'name': 'Xusheng Xiao'}, {'authorId': '1708419', 'name': 'Xiapu Luo'}, {'authorId': '2097572801', 'name': 'Peng Gao'}, {'authorId': '145508275', 'name': 'Yao Guo'}]",10.1109/ICSE43902.2021.00089,
28,870ae585ddbbf8441fb197a6e93ee1fa0235cf6c,https://www.semanticscholar.org/paper/870ae585ddbbf8441fb197a6e93ee1fa0235cf6c,An Investigation Into Android Run-Time Permissions from the End Users' Perspective,International Conference on Mobile Software Engineering and Systems,2018,42,32,"['JournalArticle', 'Book', 'Conference', 'Review']","{'name': '2018 IEEE/ACM 5th International Conference on Mobile Software Engineering and Systems (MOBILESoft)', 'pages': '45-55'}","[{'authorId': '40642112', 'name': 'Gian Luca Scoccia'}, {'authorId': '2878866', 'name': 'Stefano Ruberto'}, {'authorId': '2331013', 'name': 'I. Malavolta'}, {'authorId': '1747339', 'name': 'M. Autili'}, {'authorId': '1700564', 'name': 'P. Inverardi'}]",10.1145/3197231.3197236,
29,9b7a81d220aaf16d73a40617784f40df1bfbba13,https://www.semanticscholar.org/paper/9b7a81d220aaf16d73a40617784f40df1bfbba13,Better Addressing Diverse Accessibility Issues in Emerging Apps: A Case Study using COVID-19 Apps,International Conference on Mobile Software Engineering and Systems,2022,56,7,"['Book', 'JournalArticle', 'Conference', 'Review']","{'name': '2022 IEEE/ACM 9th International Conference on Mobile Software Engineering and Systems (MobileSoft)', 'pages': '50-61'}","[{'authorId': '2277645', 'name': 'O. Haggag'}, {'authorId': '2054375167', 'name': 'John C. Grundy'}, {'authorId': '47505933', 'name': 'Mohamed Abdelrazek'}, {'authorId': '3174160', 'name': 'Sherif Haggag'}]",10.1145/3524613.3527817,
30,3a9e26a421089be614ea50332731d377c1f4235b,https://www.semanticscholar.org/paper/3a9e26a421089be614ea50332731d377c1f4235b,Along the Margins: Marginalized Communities’ Ethical Concerns about Social Platforms,2023 IEEE/ACM 45th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),2023,55,3,"['JournalArticle', 'Conference']","{'name': '2023 IEEE/ACM 45th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS)', 'pages': '71-82'}","[{'authorId': '39805159', 'name': 'L. Olson'}, {'authorId': '2214626506', 'name': ""Emitz'a Guzm'an""}, {'authorId': '3024183', 'name': 'Florian Kunneman'}]",10.1109/ICSE-SEIS58686.2023.00013,
31,e1faff0c84fd24af3dbdd1b0625f9bb177c383cf,https://www.semanticscholar.org/paper/e1faff0c84fd24af3dbdd1b0625f9bb177c383cf,Multi-modal cyberbullying detection on social networks,IEEE International Joint Conference on Neural Network,2020,32,17,"['JournalArticle', 'Conference']","{'name': '2020 International Joint Conference on Neural Networks (IJCNN)', 'pages': '1-8'}","[{'authorId': '2029287845', 'name': 'Kaige Wang'}, {'authorId': '2827712', 'name': 'Qingyu Xiong'}, {'authorId': '1637419166', 'name': 'Chao Wu'}, {'authorId': '48082691', 'name': 'Min Gao'}, {'authorId': '144705629', 'name': 'Yang Yu'}]",10.1109/IJCNN48605.2020.9206663,
32,564574d7ebaac8df34de290b546a1741fb322ffb,https://www.semanticscholar.org/paper/564574d7ebaac8df34de290b546a1741fb322ffb,Building Prediction Model for Detecting Cyberbullying using TikTok Comments,International Conference on Recent Advances and Innovations in Engineering,2023,41,0,['Conference'],"{'name': '2023 IEEE 8th International Conference on Recent Advances and Innovations in Engineering (ICRAIE)', 'pages': '1-7'}","[{'authorId': '2292329074', 'name': 'Bunga Aura Prameswari'}, {'authorId': '2292315230', 'name': 'Haliza Syafa Oktaviani'}, {'authorId': '2292313815', 'name': 'Titus Rangga Wicaksono'}, {'authorId': '2292313714', 'name': 'Biben Pieter Leonard'}, {'authorId': '2273989487', 'name': 'Said Achmad'}, {'authorId': '3279588', 'name': 'Rhio Sutoyo'}]",10.1109/ICRAIE59459.2023.10468424,
33,d42f276cd40e370ca8efa7d71e3e694432154794,https://www.semanticscholar.org/paper/d42f276cd40e370ca8efa7d71e3e694432154794,The Best Ends by the Best Means: Ethical Concerns in App Reviews,,2024,72,1,['Review'],,"[{'authorId': '2280138464', 'name': 'Lauren Olson'}, {'authorId': '2280138295', 'name': 'Neelam Tjikhoeri'}, {'authorId': '2214626506', 'name': ""Emitz'a Guzm'an""}]",,2401.11063
34,273f118dca85ba1815ebfcb342a1d4a91fabdfe3,https://www.semanticscholar.org/paper/273f118dca85ba1815ebfcb342a1d4a91fabdfe3,Inclusiveness Matters: A Large-Scale Analysis of User Feedback,arXiv.org,2023,0,1,['JournalArticle'],"{'name': 'ArXiv', 'volume': 'abs/2311.00984'}","[{'authorId': '1415145525', 'name': 'Nowshin Nawar Arony'}, {'authorId': '2109963059', 'name': 'Ze Shi Li'}, {'authorId': '2265083235', 'name': 'Bowen Xu'}, {'authorId': '2240561899', 'name': 'Daniela E. Damian'}]",,2311.00984
35,0716e4cf52fbcc88b187c8ac7dcdecb5bc5396a9,https://www.semanticscholar.org/paper/0716e4cf52fbcc88b187c8ac7dcdecb5bc5396a9,A Value-Oriented Investigation of Photoshop's Generative Fill,,2024,28,0,,,"[{'authorId': '2298924081', 'name': 'Ian P. Swift'}, {'authorId': '33623895', 'name': 'Debaleena Chattopadhyay'}]",,2404.17781
36,cc4fcda9b7b31079ddb81ba59ca98108f6e66bf8,https://www.semanticscholar.org/paper/cc4fcda9b7b31079ddb81ba59ca98108f6e66bf8,Mining User Privacy Concern Topics from App Reviews,,2022,83,0,['Review'],,"[{'authorId': '18148663', 'name': 'Jianzhang Zhang'}, {'authorId': '2188221986', 'name': 'Jinping Hua'}, {'authorId': '2190793159', 'name': 'Yiyang Chen'}, {'authorId': '2793310', 'name': 'Nan Niu'}, {'authorId': '2188235440', 'name': 'Chuang Liu'}]",,2212.09289
37,1cf241ab230b94a0f510b07086cfdb3aa8b2ba4b,https://www.semanticscholar.org/paper/1cf241ab230b94a0f510b07086cfdb3aa8b2ba4b,A Study of Fairness Concerns in AI-based Mobile App Reviews,arXiv.org,2024,96,0,"['JournalArticle', 'Review']","{'name': 'ArXiv', 'volume': 'abs/2401.08097'}","[{'authorId': '97623802', 'name': 'A. R. Nasab'}, {'authorId': '2279754773', 'name': 'Maedeh Dashti'}, {'authorId': '32723366', 'name': 'Mojtaba Shahin'}, {'authorId': '2337624', 'name': 'Mansooreh Zahedi'}, {'authorId': '8772629', 'name': 'Hourieh Khalajzadeh'}, {'authorId': '2261284357', 'name': 'Chetan Arora'}, {'authorId': '2279723974', 'name': 'Peng Liang'}]",,2401.08097
38,bfefef11d5ade0054bd3cad4adfd8808df4ba364,https://www.semanticscholar.org/paper/bfefef11d5ade0054bd3cad4adfd8808df4ba364,"Automated detection, categorisation and developers’ experience with the violations of honesty in mobile apps",Empirical Software Engineering,2022,87,1,"['JournalArticle', 'Review']","{'name': 'Empirical Software Engineering', 'pages': '1-52', 'volume': '28'}","[{'authorId': '29001703', 'name': 'Humphrey O. Obie'}, {'authorId': '2046920926', 'name': 'Hung Du'}, {'authorId': '1949487288', 'name': 'K. Madampe'}, {'authorId': '32723366', 'name': 'Mojtaba Shahin'}, {'authorId': '2158860616', 'name': 'Idowu Ilekura'}, {'authorId': '2095462233', 'name': 'John C. Grundy'}, {'authorId': '2156057192', 'name': 'Li Li'}, {'authorId': '2158859108', 'name': 'Jon Whittle'}, {'authorId': '145973228', 'name': 'Burak Turhan'}, {'authorId': '8772629', 'name': 'Hourieh Khalajzadeh'}]",,2211.07142
39,c36c4764a8413465decaca4ce887ccab22031732,https://www.semanticscholar.org/paper/c36c4764a8413465decaca4ce887ccab22031732,On the Violation of Honesty in Mobile Apps: Automated Detection and Categories,IEEE Working Conference on Mining Software Repositories,2022,78,9,"['Book', 'JournalArticle', 'Conference', 'Review']","{'name': '2022 IEEE/ACM 19th International Conference on Mining Software Repositories (MSR)', 'pages': '321-332'}","[{'authorId': '29001703', 'name': 'Humphrey O. Obie'}, {'authorId': '2158860616', 'name': 'Idowu Ilekura'}, {'authorId': '2046920926', 'name': 'Hung Du'}, {'authorId': '32723366', 'name': 'Mojtaba Shahin'}, {'authorId': '2095462233', 'name': 'John C. Grundy'}, {'authorId': '2156057192', 'name': 'Li Li'}, {'authorId': '2158859108', 'name': 'Jon Whittle'}, {'authorId': '145973228', 'name': 'Burak Turhan'}]",,2203.07547
40,af710152883e906540c06090ac4e4bb8a4c4cfc7,https://www.semanticscholar.org/paper/af710152883e906540c06090ac4e4bb8a4c4cfc7,A First Look at Human Values-Violation in App Reviews,2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),2020,54,32,"['JournalArticle', 'Book', 'Conference', 'Review']","{'name': '2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS)', 'pages': '29-38'}","[{'authorId': '29001703', 'name': 'Humphrey O. Obie'}, {'authorId': '3470719', 'name': 'Waqar Hussain'}, {'authorId': '144558659', 'name': 'Xin Xia'}, {'authorId': '1687239', 'name': 'J. Grundy'}, {'authorId': '2156057192', 'name': 'Li Li'}, {'authorId': '145973228', 'name': 'Burak Turhan'}, {'authorId': '1795817', 'name': 'J. Whittle'}, {'authorId': '32723366', 'name': 'Mojtaba Shahin'}]",,2012.10095
41,0f6f98179b88e95925ce9f6f251a60540e8a607d,https://www.semanticscholar.org/paper/0f6f98179b88e95925ce9f6f251a60540e8a607d,An Empirical Study on User Reviews Targeting Mobile Apps' Security & Privacy,arXiv.org,2020,34,5,"['JournalArticle', 'Review']","{'name': 'ArXiv', 'volume': 'abs/2010.06371'}","[{'authorId': '152548170', 'name': 'Debjyoti Mukherjee'}, {'authorId': '2061584305', 'name': 'Alireza Ahmadi'}, {'authorId': '1994713752', 'name': 'Maryam Vahdat Pour'}, {'authorId': '144758814', 'name': 'Joel Reardon'}]",,2010.06371
42,402d1a45796ccab9aea8b9bdcb0ca229f3418562,https://www.semanticscholar.org/paper/402d1a45796ccab9aea8b9bdcb0ca229f3418562,A Study of Gender Discussions in Mobile Apps,IEEE Working Conference on Mining Software Repositories,2023,90,1,"['JournalArticle', 'Conference', 'Review']","{'name': '2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR)', 'pages': '598-610'}","[{'authorId': '32723366', 'name': 'Mojtaba Shahin'}, {'authorId': '2337624', 'name': 'Mansooreh Zahedi'}, {'authorId': '8772629', 'name': 'Hourieh Khalajzadeh'}, {'authorId': '97623802', 'name': 'A. R. Nasab'}]",,2303.09808
